"ec5_uuid","created_at","uploaded_at","created_by","title","team","event_type","date","general_location","bag_comments","bag_label_photo","survey_name","trawl_cruise","trawl_species_code","trawl_set","JHS_transect","JHS_station"
"78c23ea0-ed83-11f0-89eb-c324ef0c877e","2026-01-09T17:48:57.000Z","2026-01-09T17:49:58.000Z","autumnwang1211@gmail.com","25/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/09/2025","","","78c23ea0-ed83-11f0-89eb-c324ef0c877e_1767980978.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",117,NA,NA
"f7c10980-ed82-11f0-992f-c576a009f144","2026-01-09T17:45:20.000Z","2026-01-09T17:46:16.000Z","autumnwang1211@gmail.com","25/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/09/2025","","","f7c10980-ed82-11f0-992f-c576a009f144_1767980756.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",120,NA,NA
"001ab540-eced-11f0-a7f2-7b3475363206","2026-01-08T23:51:50.000Z","2026-01-09T16:22:05.000Z","autumnwang1211@gmail.com","24/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","24/09/2025","","","001ab540-eced-11f0-a7f2-7b3475363206_1767975716.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",105,NA,NA
"7c8519a0-ecec-11f0-b661-7dddf623bd9f","2026-01-08T23:48:09.000Z","2026-01-09T16:24:19.000Z","autumnwang1211@gmail.com","22/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","22/09/2025","","","7c8519a0-ecec-11f0-b661-7dddf623bd9f_1767975797.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",79,NA,NA
"d446fd90-ecea-11f0-b0c8-a3188e438f30","2026-01-08T23:36:17.000Z","2026-01-09T16:25:32.000Z","autumnwang1211@gmail.com","21/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/09/2025","","","d446fd90-ecea-11f0-b0c8-a3188e438f30_1767975928.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",58,NA,NA
"1e3a6050-ecea-11f0-a9f2-390a1701335a","2026-01-08T23:31:12.000Z","2026-01-09T16:26:07.000Z","autumnwang1211@gmail.com","25/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/09/2025","","","1e3a6050-ecea-11f0-a9f2-390a1701335a_1767975964.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",114,NA,NA
"e549cec0-ece9-11f0-994f-edeffcbe0925","2026-01-08T23:29:36.000Z","2026-01-09T16:26:47.000Z","autumnwang1211@gmail.com","22/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","22/09/2025","","","e549cec0-ece9-11f0-994f-edeffcbe0925_1767976005.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",70,NA,NA
"9e1a3c60-ece9-11f0-b77e-b58ad8b29734","2026-01-08T23:27:37.000Z","2026-01-09T16:27:22.000Z","autumnwang1211@gmail.com","25/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/09/2025","","","9e1a3c60-ece9-11f0-b77e-b58ad8b29734_1767976040.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",110,NA,NA
"655e2850-ece9-11f0-a25c-abb64bb5400f","2026-01-08T23:26:02.000Z","2026-01-09T16:27:55.000Z","autumnwang1211@gmail.com","24/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","24/09/2025","","","655e2850-ece9-11f0-a25c-abb64bb5400f_1767976072.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",95,NA,NA
"6ed5c7f0-ece7-11f0-a424-edbb658e92d0","2026-01-08T23:11:58.000Z","2026-01-09T16:28:31.000Z","autumnwang1211@gmail.com","16/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","16/09/2025","","","6ed5c7f0-ece7-11f0-a424-edbb658e92d0_1767976108.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",13,NA,NA
"ffcbb9a0-ece6-11f0-9d7e-d3275b95cd72","2026-01-08T23:08:52.000Z","2026-01-09T16:29:11.000Z","autumnwang1211@gmail.com","16/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","16/09/2025","","","ffcbb9a0-ece6-11f0-9d7e-d3275b95cd72_1767976147.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",8,NA,NA
"781a2d20-ece6-11f0-bffb-7dde8aa19432","2026-01-08T23:05:05.000Z","2026-01-09T16:29:49.000Z","autumnwang1211@gmail.com","17/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/09/2025","","","781a2d20-ece6-11f0-bffb-7dde8aa19432_1767976187.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",25,NA,NA
"218dcde0-ece6-11f0-a2da-51411b66a15f","2026-01-08T23:02:39.000Z","2026-01-09T16:30:43.000Z","autumnwang1211@gmail.com","16/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","16/09/2025","","","218dcde0-ece6-11f0-a2da-51411b66a15f_1767976241.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",9,NA,NA
"72910290-ece4-11f0-b671-9b1fe54f4c66","2026-01-08T22:50:36.000Z","2026-01-09T16:31:57.000Z","autumnwang1211@gmail.com","20/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","20/09/2025","","","72910290-ece4-11f0-b671-9b1fe54f4c66_1767976307.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",46,NA,NA
"3267d6d0-ece4-11f0-994c-09eb90018e36","2026-01-08T22:48:49.000Z","2026-01-09T16:32:41.000Z","autumnwang1211@gmail.com","16/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","16/09/2025","","","3267d6d0-ece4-11f0-994c-09eb90018e36_1767976358.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",12,NA,NA
"f63a69c0-ece3-11f0-8e53-e75694513586","2026-01-08T22:47:08.000Z","2026-01-09T16:33:24.000Z","autumnwang1211@gmail.com","18/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","18/09/2025","","","f63a69c0-ece3-11f0-8e53-e75694513586_1767976401.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",28,NA,NA
"6b905dc0-ece3-11f0-9c82-a7b7d79c503d","2026-01-08T22:43:15.000Z","2026-01-09T16:34:10.000Z","autumnwang1211@gmail.com","16/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","16/09/2025","","","6b905dc0-ece3-11f0-9c82-a7b7d79c503d_1767976446.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",7,NA,NA
"cacb23c0-ece2-11f0-b1f2-c95e8c497bf2","2026-01-08T22:38:45.000Z","2026-01-09T16:34:59.000Z","autumnwang1211@gmail.com","17/08/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/08/2025","","","cacb23c0-ece2-11f0-b1f2-c95e8c497bf2_1767976497.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",22,NA,NA
"215cf6b0-ece2-11f0-9ebd-1b13dac3d274","2026-01-08T22:34:01.000Z","2026-01-09T16:36:24.000Z","autumnwang1211@gmail.com","17/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/09/2025","","","215cf6b0-ece2-11f0-9ebd-1b13dac3d274_1767976582.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",17,NA,NA
"0056a340-ece1-11f0-aeef-714b63f2940c","2026-01-08T22:25:56.000Z","2026-01-09T16:37:03.000Z","autumnwang1211@gmail.com","18/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","18/09/2025","","","0056a340-ece1-11f0-aeef-714b63f2940c_1767976619.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",27,NA,NA
"e28bcbc0-ecdf-11f0-bddf-5752f149bdd8","2026-01-08T22:17:57.000Z","2026-01-09T16:35:47.000Z","autumnwang1211@gmail.com","19/09/2025 SOG Midwater Salmon Trawl","DFO","Trawl","19/09/2025","","","e28bcbc0-ecdf-11f0-bddf-5752f149bdd8_1767976544.jpg","SOG Midwater Salmon Trawl","2025-026","124J Chinook",42,NA,NA
"dbc832f0-ecbd-11f0-85a8-3bb057e5664c","2026-01-08T18:14:22.000Z","2026-01-09T16:41:57.000Z","autumnwang1211@gmail.com","28/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","28/06/2025","","","dbc832f0-ecbd-11f0-85a8-3bb057e5664c_1767976913.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",135,NA,NA
"6f25fce0-ecbd-11f0-8005-4f0e33ac0999","2026-01-08T18:11:20.000Z","2026-01-09T16:46:39.000Z","autumnwang1211@gmail.com","29/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","29/06/2025","","","6f25fce0-ecbd-11f0-8005-4f0e33ac0999_1767977196.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",146,NA,NA
"e571e9a0-ecbc-11f0-ad51-57d3b11f9810","2026-01-08T18:07:29.000Z","2026-01-09T16:47:23.000Z","autumnwang1211@gmail.com","19/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","19/06/2025","","","e571e9a0-ecbc-11f0-ad51-57d3b11f9810_1767977240.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",23,NA,NA
"2db15ad0-ecbc-11f0-9166-391812935205","2026-01-08T18:02:21.000Z","2026-01-09T16:43:13.000Z","autumnwang1211@gmail.com","21/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/06/2025","","","2db15ad0-ecbc-11f0-9166-391812935205_1767976990.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",45,NA,NA
"be9aa250-ecbb-11f0-b4b3-83f620fe0aa3","2026-01-08T17:59:14.000Z","2026-01-09T16:44:01.000Z","autumnwang1211@gmail.com","25/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/06/2025","","","be9aa250-ecbb-11f0-b4b3-83f620fe0aa3_1767977038.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",105,NA,NA
"90c44760-ecba-11f0-a048-a75cfe6c2362","2026-01-08T17:50:48.000Z","2026-01-09T16:45:55.000Z","autumnwang1211@gmail.com","21/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/06/2025","","","90c44760-ecba-11f0-a048-a75cfe6c2362_1767977148.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",48,NA,NA
"919ae330-ecb8-11f0-b414-6b39a6c399db","2026-01-08T17:36:30.000Z","2026-01-09T16:48:11.000Z","autumnwang1211@gmail.com","25/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/06/2025","","","919ae330-ecb8-11f0-b414-6b39a6c399db_1767977289.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",104,NA,NA
"0e4fbe10-ecb8-11f0-a915-d1280badc540","2026-01-08T17:32:50.000Z","2026-01-09T16:48:52.000Z","autumnwang1211@gmail.com","22/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","22/06/2025","","","0e4fbe10-ecb8-11f0-a915-d1280badc540_1767977329.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",62,NA,NA
"d02c7470-ecb7-11f0-be28-cfdc13804db1","2026-01-08T17:31:06.000Z","2026-01-09T16:49:27.000Z","autumnwang1211@gmail.com","25/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/06/2025","","","d02c7470-ecb7-11f0-be28-cfdc13804db1_1767977365.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",101,NA,NA
"5d12aa40-ecb7-11f0-9e15-b58680625054","2026-01-08T17:27:53.000Z","2026-01-09T16:50:11.000Z","autumnwang1211@gmail.com","24/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","24/06/2025","","","5d12aa40-ecb7-11f0-9e15-b58680625054_1767977406.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",88,NA,NA
"1365e2e0-ecb7-11f0-a4c2-79a8a8408d77","2026-01-08T17:25:49.000Z","2026-01-09T16:50:48.000Z","autumnwang1211@gmail.com","20/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","20/06/2025","","","1365e2e0-ecb7-11f0-a4c2-79a8a8408d77_1767977446.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",40,NA,NA
"d0c8d0f0-ecb6-11f0-b258-9d61266afe90","2026-01-08T17:23:57.000Z","2026-01-09T16:51:34.000Z","autumnwang1211@gmail.com","26/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","26/06/2025","","","d0c8d0f0-ecb6-11f0-b258-9d61266afe90_1767977491.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",116,NA,NA
"6f480800-ecb6-11f0-b1d3-310f70029549","2026-01-08T17:21:14.000Z","2026-01-09T16:52:07.000Z","autumnwang1211@gmail.com","21/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","21/06/2025","","","6f480800-ecb6-11f0-b1d3-310f70029549_1767977525.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",53,NA,NA
"25abe270-ecb6-11f0-9029-f34bcd493d43","2026-01-08T17:19:10.000Z","2026-01-09T16:52:53.000Z","autumnwang1211@gmail.com","19/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","19/06/2025","","","25abe270-ecb6-11f0-9029-f34bcd493d43_1767977570.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",28,NA,NA
"6ae53500-ecb4-11f0-a12c-6f099c8240fb","2026-01-08T17:06:48.000Z","2026-01-09T16:53:49.000Z","autumnwang1211@gmail.com","24/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","24/06/2025","","","6ae53500-ecb4-11f0-a12c-6f099c8240fb_1767977626.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",92,NA,NA
"efd6fab0-ecb3-11f0-9dd5-095b41497f91","2026-01-08T17:03:21.000Z","2026-01-09T16:54:27.000Z","autumnwang1211@gmail.com","26/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","26/06/2025","","","efd6fab0-ecb3-11f0-9dd5-095b41497f91_1767977663.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",118,NA,NA
"35958d60-ecb3-11f0-b132-0d8dcdc1d750","2026-01-08T16:58:09.000Z","2026-01-09T16:55:06.000Z","autumnwang1211@gmail.com","27/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","27/06/2025","","","35958d60-ecb3-11f0-b132-0d8dcdc1d750_1767977702.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",127,NA,NA
"e8418ff0-ecb2-11f0-b24e-395ed9253dd4","2026-01-08T16:55:59.000Z","2026-01-09T16:55:45.000Z","autumnwang1211@gmail.com","20/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","20/06/2025","","","e8418ff0-ecb2-11f0-b24e-395ed9253dd4_1767977743.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",32,NA,NA
"488895d0-ecb2-11f0-81db-0f95f7931ac1","2026-01-08T16:51:31.000Z","2026-01-09T16:56:21.000Z","autumnwang1211@gmail.com","18/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","18/06/2025","","","488895d0-ecb2-11f0-81db-0f95f7931ac1_1767977779.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",16,NA,NA
"4123bdf0-ec22-11f0-b78f-b73b1f4bad0a","2026-01-07T23:40:31.000Z","2026-01-09T16:57:18.000Z","autumnwang1211@gmail.com","27/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","27/06/2025","","","4123bdf0-ec22-11f0-b78f-b73b1f4bad0a_1767977834.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",122,NA,NA
"219193f0-ec21-11f0-9b37-f94ab7981d2d","2026-01-07T23:32:28.000Z","2026-01-09T16:58:07.000Z","autumnwang1211@gmail.com","18/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","18/06/2025","","","219193f0-ec21-11f0-9b37-f94ab7981d2d_1767977880.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",13,NA,NA
"f633fe00-ec1b-11f0-866e-732bba9bc916","2026-01-07T22:55:28.000Z","2026-01-09T16:58:55.000Z","autumnwang1211@gmail.com","19/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","19/06/2025","","","f633fe00-ec1b-11f0-866e-732bba9bc916_1767977931.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",27,NA,NA
"655a58d0-ec1a-11f0-b79c-3944198047ed","2026-01-07T22:44:16.000Z","2026-01-09T17:00:22.000Z","autumnwang1211@gmail.com","18/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","18/06/2025","","","655a58d0-ec1a-11f0-b79c-3944198047ed_1767977998.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",12,NA,NA
"e6abbbb0-ec18-11f0-8fcb-7bce3ec87872","2026-01-07T22:33:34.000Z","2026-01-09T17:02:14.000Z","autumnwang1211@gmail.com","20/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","20/06/2025","","","e6abbbb0-ec18-11f0-8fcb-7bce3ec87872_1767978126.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",41,NA,NA
"20887770-ec18-11f0-b902-2d75e10aba3a","2026-01-07T22:28:01.000Z","2026-01-09T17:10:58.000Z","autumnwang1211@gmail.com","29/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","29/06/2025","","","20887770-ec18-11f0-b902-2d75e10aba3a_1767978655.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",147,NA,NA
"cbaac480-ec15-11f0-9e45-99dab877b06b","2026-01-07T22:11:20.000Z","2026-01-09T17:12:37.000Z","autumnwang1211@gmail.com","17/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/06/2025","","","cbaac480-ec15-11f0-9e45-99dab877b06b_1767978727.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",7,NA,NA
"8537e7e0-ec14-11f0-a4bf-cd974fb1ee48","2026-01-07T22:02:12.000Z","2026-01-09T17:18:03.000Z","autumnwang1211@gmail.com","18/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","18/06/2025","","","8537e7e0-ec14-11f0-a4bf-cd974fb1ee48_1767979077.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",11,NA,NA
"800bb4f0-ec13-11f0-8da3-8115623fe31f","2026-01-07T21:54:54.000Z","2026-01-09T17:20:44.000Z","autumnwang1211@gmail.com","19/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","19/06/2025","","","800bb4f0-ec13-11f0-8da3-8115623fe31f_1767979241.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",24,NA,NA
"b7540a30-ec12-11f0-ab7d-f3943a4904b1","2026-01-07T21:49:17.000Z","2026-01-09T17:23:16.000Z","autumnwang1211@gmail.com","28/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","28/06/2025","","","b7540a30-ec12-11f0-ab7d-f3943a4904b1_1767979389.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",133,NA,NA
"7b4990b8-ca02-4d01-96a2-91799de4ea8b","2026-01-07T21:29:28.000Z","2026-02-20T21:51:25.000Z","maddy.thoms@gmail.com","25/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/06/2025","","","7b4990b8-ca02-4d01-96a2-91799de4ea8b_1767821320.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",98,NA,NA
"d1867580-ec0f-11f0-8dd2-2b999be7b430","2026-01-07T21:28:33.000Z","2026-01-09T17:26:33.000Z","autumnwang1211@gmail.com","20/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","20/06/2025","","","d1867580-ec0f-11f0-8dd2-2b999be7b430_1767979588.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",42,NA,NA
"a1154b70-ec0e-11f0-a54d-f705232f320f","2026-01-07T21:20:02.000Z","2026-01-09T17:28:08.000Z","autumnwang1211@gmail.com","27/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","27/06/2025","","","a1154b70-ec0e-11f0-a54d-f705232f320f_1767979685.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",130,NA,NA
"4404fc00-ec0e-11f0-99d0-1159178ce227","2026-01-07T21:17:26.000Z","2026-01-09T17:29:14.000Z","autumnwang1211@gmail.com","20/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","20/06/2025","","","4404fc00-ec0e-11f0-99d0-1159178ce227_1767979750.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",33,NA,NA
"dfde35d0-ec0c-11f0-a5bb-192d96f1ba50","2026-01-07T21:07:28.000Z","2026-01-09T17:30:03.000Z","autumnwang1211@gmail.com","25/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/06/2025","","","dfde35d0-ec0c-11f0-a5bb-192d96f1ba50_1767979794.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",98,NA,NA
"c1f28550-ec0a-11f0-9007-853a0f85cfe9","2026-01-07T20:52:19.000Z","2026-01-09T17:31:08.000Z","autumnwang1211@gmail.com","25/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","25/06/2025","","","c1f28550-ec0a-11f0-9007-853a0f85cfe9_1767979862.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",95,NA,NA
"3ba8d820-ec08-11f0-b903-3138a7a8ec96","2026-01-07T20:34:15.000Z","2026-01-09T17:31:55.000Z","autumnwang1211@gmail.com","24/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","24/06/2025","","","3ba8d820-ec08-11f0-b903-3138a7a8ec96_1767979911.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",91,NA,NA
"78c0c1b0-ec07-11f0-a40b-e1ee58acab88","2026-01-07T20:28:48.000Z","2026-01-09T17:41:20.000Z","autumnwang1211@gmail.com","18/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","18/06/2025","","","78c0c1b0-ec07-11f0-a40b-e1ee58acab88_1767980475.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",10,NA,NA
"c9fa96c0-ec05-11f0-8683-8101c43a6030","2026-01-07T20:16:45.000Z","2026-01-09T17:42:18.000Z","autumnwang1211@gmail.com","28/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","28/06/2025","","","c9fa96c0-ec05-11f0-8683-8101c43a6030_1767980535.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",134,NA,NA
"6162d750-ec03-11f0-b81c-af6ff5d7462b","2026-01-07T19:59:31.000Z","2026-01-09T17:43:05.000Z","maddy.thoms@gmail.com","26/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","26/06/2025","","","6162d750-ec03-11f0-b81c-af6ff5d7462b_1767980578.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",117,NA,NA
"1d023475-71a0-469e-a747-1f95a304401d","2026-01-07T19:52:17.000Z","2026-01-08T00:13:16.000Z","jessqualley@gmail.com","12/06/2025 Powell River","Tla'amin","Beach Seine","12/06/2025","Powell River","","1d023475-71a0-469e-a747-1f95a304401d_1767815556.jpg","","","",NA,NA,NA
"d984b693-9b27-41f6-b5c4-6a8ae12a1952","2026-01-07T17:34:15.000Z","2026-01-07T19:45:33.000Z","jessqualley@gmail.com","27/05/2025 Campbell River / DI","A-Tlegay","Beach Seine","27/05/2025","Campbell River","","d984b693-9b27-41f6-b5c4-6a8ae12a1952_1767807252.jpg","","","",NA,NA,NA
"fcb541b9-5293-4f8b-899f-d7495a8c381f","2026-01-06T18:57:21.000Z","2026-01-06T18:57:26.000Z","jessqualley@gmail.com","03/06/2025 Campbell River / DI","UVic/PSF","Beach Seine","03/06/2025","Campbell River","Heritage center","fcb541b9-5293-4f8b-899f-d7495a8c381f_1767725832.jpg","","","",NA,NA,NA
"6e84107e-0717-4fb9-8377-8245cc85808d","2026-01-06T18:09:09.000Z","2026-01-06T18:09:48.000Z","jessqualley@gmail.com","28/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","28/06/2025","","","6e84107e-0717-4fb9-8377-8245cc85808d_1767722924.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",134,NA,NA
"74639c83-c1d3-497b-a9bc-9f357f68f305","2026-01-05T18:01:18.000Z","2026-01-05T18:17:47.000Z","jessqualley@gmail.com","18/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","18/06/2025","","","74639c83-c1d3-497b-a9bc-9f357f68f305_1767636048.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",11,NA,NA
"26e660fc-1d4a-4a30-baf9-a8aa44e45937","2025-12-18T19:21:06.000Z","2025-12-18T22:52:00.000Z","jessqualley@gmail.com","14/05/2025 Comox","UVic/PSF","Beach Seine","14/05/2025","Comox","","26e660fc-1d4a-4a30-baf9-a8aa44e45937_1766085322.jpg","","","",NA,NA,NA
"6e4ca65c-8439-4fb5-9fa8-d135bc0f3387","2025-12-18T17:08:47.000Z","2025-12-18T22:51:18.000Z","jessqualley@gmail.com","12/06/2025 Campbell River - Ferry Terminal","A-Tlegay","Beach Seine","12/06/2025","Campbell River","","6e4ca65c-8439-4fb5-9fa8-d135bc0f3387_1766077418.jpg","","","",NA,NA,NA
"6040a1fc-bac2-46bb-9130-a958e3b47c7f","2025-12-17T23:41:39.000Z","2025-12-17T23:30:50.000Z","ryanluft@uvic.ca","28/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","28/06/2025","","","6040a1fc-bac2-46bb-9130-a958e3b47c7f_1766014879.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",135,NA,NA
"55a2dca1-9016-429c-ba53-14e3c28ab686","2025-12-16T22:51:02.000Z","2025-12-16T23:44:41.000Z","ryanluft@uvic.ca","12/06/2025 Campbell River - Ferry Terminal","A-Tlegay","Beach Seine","12/06/2025","Campbell River","","55a2dca1-9016-429c-ba53-14e3c28ab686_1765925460.jpg","","","",NA,NA,NA
"a2cc3767-4f22-4840-bc46-3cf86e62fd9a","2025-12-16T20:10:08.000Z","2025-12-16T23:44:00.000Z","ryanluft@uvic.ca","24/06/2025 Campbell River - Cruiseship Terminal","A-Tlegay","Beach Seine","24/06/2025","Campbell River","","a2cc3767-4f22-4840-bc46-3cf86e62fd9a_1765915804.jpg","","","",NA,NA,NA
"16fe6bc9-b116-4c9c-a392-99097943e8c5","2025-12-16T19:43:25.000Z","2025-12-16T23:43:44.000Z","ryanluft@uvic.ca","19/06/2025 Campbell River / DI","A-Tlegay","Purse Seine","19/06/2025","Campbell River","","16fe6bc9-b116-4c9c-a392-99097943e8c5_1765914038.jpg","","","",NA,NA,NA
"ac4eaa4e-5163-4a4e-b573-8cadec962801","2025-12-15T21:00:28.000Z","2025-12-15T20:49:42.000Z","ryanluft@uvic.ca","27/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","27/06/2025","","","ac4eaa4e-5163-4a4e-b573-8cadec962801_1765832407.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",130,NA,NA
"e8195993-8079-47ac-a95a-457e6392041e","2025-12-12T22:59:15.000Z","2025-12-15T17:06:37.000Z","jessqualley@gmail.com","28/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","28/06/2025","","","e8195993-8079-47ac-a95a-457e6392041e_1765580326.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",134,NA,NA
"28b4a3fe-ad98-45a6-a4a9-e6efe3e74644","2025-12-10T22:16:50.000Z","2025-12-10T22:08:21.000Z","maddy.thoms@gmail.com","17/06/2025 SOG Midwater Salmon Trawl","DFO","Trawl","17/06/2025","","","28b4a3fe-ad98-45a6-a4a9-e6efe3e74644_1765404986.jpg","SOG Midwater Salmon Trawl","2025-024","124J Chinook",7,NA,NA
